"","origin","host_class","host_order","host_family","host_genus","host_species","virus_family","virus_genus"
"218","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros","Coronaviridae","Betacoronavirus"
"219","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus macrotis","Coronaviridae","Betacoronavirus"
"220","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus macrotis","Coronaviridae","Betacoronavirus"
"221","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus mehelyi","Coronaviridae","Betacoronavirus"
"222","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus monoceros","Coronaviridae","Betacoronavirus"
"223","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pearsonii","Coronaviridae","Betacoronavirus"
"224","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pearsonii","Coronaviridae","Betacoronavirus"
"225","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","Coronaviridae","Betacoronavirus"
"226","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","Coronaviridae","Betacoronavirus"
"227","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus rex","Coronaviridae","Betacoronavirus"
"228","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","Coronaviridae","Betacoronavirus"
"229","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","Coronaviridae","Betacoronavirus"
"230","Genbank","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus thomasi","Coronaviridae","Betacoronavirus"
"231","Genbank","Mammalia","Chiroptera","Hipposideridae","Rhinonicteris","Rhinonicteris aurantia","Coronaviridae","Betacoronavirus"
"232","Genbank","Mammalia","Chiroptera","Rhinopomatidae","Rhinopoma","Rhinopoma hardwickii","Coronaviridae","Betacoronavirus"
"233","Genbank","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus aegyptiacus","Coronaviridae","Betacoronavirus"
"234","Genbank","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus amplexicaudatus","Coronaviridae","Betacoronavirus"
"235","Genbank","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus leschenaultii","Coronaviridae","Betacoronavirus"
"236","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus leschenaultii","Coronaviridae","Betacoronavirus"
"237","Genbank","Mammalia","Chiroptera","Vespertilionidae","Scotophilus","Scotophilus dinganii","Coronaviridae","Betacoronavirus"
"238","Genbank","Mammalia","Chiroptera","Vespertilionidae","Scotophilus","Scotophilus leucogaster","Coronaviridae","Betacoronavirus"
"239","Genbank","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Coronaviridae","Betacoronavirus"
"240","Genbank","Mammalia","Chiroptera","Emballonuridae","Taphozous","Taphozous perforatus","Coronaviridae","Betacoronavirus"
"241","Genbank","Mammalia","Chiroptera","Hipposideridae","Triaenops","Triaenops persicus","Coronaviridae","Betacoronavirus"
"242","Genbank","Mammalia","Chiroptera","Vespertilionidae","Tylonycteris","Tylonycteris pachypus","Coronaviridae","Betacoronavirus"
"243","Genbank","Mammalia","Chiroptera","Vespertilionidae","Vespertilio","Vespertilio sinensis","Coronaviridae","Betacoronavirus"
"244","Genbank","Mammalia","Artiodactyla","Camelidae","Vicugna","Vicugna vicugna","Coronaviridae","Betacoronavirus"
"245","Genbank","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Coronaviridae","Deltacoronavirus"
"246","Genbank","Mammalia","Cetacea","Monodontidae","Delphinapterus","Delphinapterus leucas","Coronaviridae","Gammacoronavirus"
"247","Genbank","Mammalia","Artiodactyla","Camelidae","Vicugna","Vicugna vicugna","Coronaviridae","Gammacoronavirus"
"248","HP3","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus aethiops","Herpesviridae","Cytomegalovirus"
"249","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta","Herpesviridae","Cytomegalovirus"
"250","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes","Herpesviridae","Cytomegalovirus"
"251","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus","Herpesviridae","Cytomegalovirus"
"252","HP3","Mammalia","Primates","Callitrichidae","Callithrix","Callithrix jacchus","Herpesviridae","Lymphocryptovirus"
"253","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus","Herpesviridae","Lymphocryptovirus"
"254","HP3","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus sabaeus","Herpesviridae","Lymphocryptovirus"
"255","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus","Herpesviridae","Lymphocryptovirus"
"256","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","Herpesviridae","Lymphocryptovirus"
"257","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta","Herpesviridae","Lymphocryptovirus"
"258","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio cynocephalus","Herpesviridae","Lymphocryptovirus"
"259","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio hamadryas","Herpesviridae","Lymphocryptovirus"
"260","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus","Herpesviridae","Lymphocryptovirus"
"261","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus","Herpesviridae","Lymphocryptovirus"
"262","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus flavicollis","Herpesviridae","Muromegalovirus"
"263","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus","Herpesviridae","Muromegalovirus"
"264","HP3","Mammalia","Rodentia","Muridae","Bandicota","Bandicota indica","Herpesviridae","Muromegalovirus"
"265","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus arvalis","Herpesviridae","Muromegalovirus"
"266","HP3","Mammalia","Rodentia","Muridae","Mus","Mus cervicolor","Herpesviridae","Muromegalovirus"
"267","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus","Herpesviridae","Muromegalovirus"
"268","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus exulans","Herpesviridae","Muromegalovirus"
"269","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus","Herpesviridae","Muromegalovirus"
"270","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus","Herpesviridae","Muromegalovirus"
"271","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus tiomanicus","Herpesviridae","Muromegalovirus"
"272","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis","Herpesviridae","Muromegalovirus"
"273","HP3","Mammalia","Artiodactyla","Bovidae","Aepyceros","Aepyceros melampus","Herpesviridae","Rhadinovirus"
"274","HP3","Mammalia","Artiodactyla","Bovidae","Alcelaphus","Alcelaphus buselaphus","Herpesviridae","Rhadinovirus"
"275","HP3","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces","Herpesviridae","Rhadinovirus"
"276","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus flavicollis","Herpesviridae","Rhadinovirus"
"277","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus","Herpesviridae","Rhadinovirus"
"278","HP3","Mammalia","Primates","Atelidae","Ateles","Ateles geoffroyi","Herpesviridae","Rhadinovirus"
"279","HP3","Mammalia","Rodentia","Muridae","Bandicota","Bandicota indica","Herpesviridae","Rhadinovirus"
"280","HP3","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison","Herpesviridae","Rhadinovirus"
"281","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos frontalis","Herpesviridae","Rhadinovirus"
"282","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos javanicus","Herpesviridae","Rhadinovirus"
"283","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Herpesviridae","Rhadinovirus"
"284","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis","Herpesviridae","Rhadinovirus"
"285","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus","Herpesviridae","Rhadinovirus"
"286","HP3","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Herpesviridae","Rhadinovirus"
"287","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus","Herpesviridae","Rhadinovirus"
"288","HP3","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes taurinus","Herpesviridae","Rhadinovirus"
"289","HP3","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama","Herpesviridae","Rhadinovirus"
"290","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus","Herpesviridae","Rhadinovirus"
"291","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus","Herpesviridae","Rhadinovirus"
"292","HP3","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus equinus","Herpesviridae","Rhadinovirus"
"293","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta","Herpesviridae","Rhadinovirus"
"294","HP3","Mammalia","Rodentia","Sciuridae","Marmota","Marmota monax","Herpesviridae","Rhadinovirus"
"295","HP3","Mammalia","Carnivora","Mustelidae","Martes","Martes pennanti","Herpesviridae","Rhadinovirus"
"296","HP3","Mammalia","Carnivora","Mustelidae","Meles","Meles meles","Herpesviridae","Rhadinovirus"
"297","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus agrestis","Herpesviridae","Rhadinovirus"
"298","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes glareolus","Herpesviridae","Rhadinovirus"
"299","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus","Herpesviridae","Rhadinovirus"
"300","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus","Herpesviridae","Rhadinovirus"
"301","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx beisa","Herpesviridae","Rhadinovirus"
"302","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx gazella","Herpesviridae","Rhadinovirus"
"303","HP3","Mammalia","Artiodactyla","Bovidae","Ovibos","Ovibos moschatus","Herpesviridae","Rhadinovirus"
"304","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","Herpesviridae","Rhadinovirus"
"305","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis dalli","Herpesviridae","Rhadinovirus"
"306","HP3","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer tarandus","Herpesviridae","Rhadinovirus"
"307","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus tiomanicus","Herpesviridae","Rhadinovirus"
"308","HP3","Mammalia","Artiodactyla","Cervidae","Rusa","Rusa timorensis","Herpesviridae","Rhadinovirus"
"309","HP3","Mammalia","Primates","Cebidae","Saimiri","Saimiri sciureus","Herpesviridae","Rhadinovirus"
"310","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Herpesviridae","Rhadinovirus"
"311","HP3","Mammalia","Primates","Atelidae","Ateles","Ateles geoffroyi","Herpesviridae","Simplexvirus"
"312","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Herpesviridae","Simplexvirus"
"313","HP3","Mammalia","Primates","Callitrichidae","Callithrix","Callithrix jacchus","Herpesviridae","Simplexvirus"
"314","HP3","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Herpesviridae","Simplexvirus"
"315","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus","Herpesviridae","Simplexvirus"
"316","HP3","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus sabaeus","Herpesviridae","Simplexvirus"
"317","HP3","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama","Herpesviridae","Simplexvirus"
"318","HP3","Mammalia","Diprotodontia","Macropodidae","Dorcopsis","Dorcopsis muelleri","Herpesviridae","Simplexvirus"
"319","HP3","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas maximus","Herpesviridae","Simplexvirus"
"320","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","Herpesviridae","Simplexvirus"
"321","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","Herpesviridae","Simplexvirus"
"322","HP3","Mammalia","Artiodactyla","Bovidae","Kobus","Kobus ellipsiprymnus","Herpesviridae","Simplexvirus"
"323","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca arctoides","Herpesviridae","Simplexvirus"
"324","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca cyclopis","Herpesviridae","Simplexvirus"
"325","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fascicularis","Herpesviridae","Simplexvirus"
"326","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fuscata","Herpesviridae","Simplexvirus"
"327","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta","Herpesviridae","Simplexvirus"
"328","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca nemestrina","Herpesviridae","Simplexvirus"
"329","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca radiata","Herpesviridae","Simplexvirus"
"330","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus giganteus","Herpesviridae","Simplexvirus"
"331","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus parma","Herpesviridae","Simplexvirus"
"332","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","Herpesviridae","Simplexvirus"
"333","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes","Herpesviridae","Simplexvirus"
"334","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio anubis","Herpesviridae","Simplexvirus"
"335","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio cynocephalus","Herpesviridae","Simplexvirus"
"336","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio hamadryas","Herpesviridae","Simplexvirus"
"337","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus","Herpesviridae","Simplexvirus"
"338","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus","Herpesviridae","Simplexvirus"
"339","HP3","Mammalia","Artiodactyla","Bovidae","Redunca","Redunca arundinum","Herpesviridae","Simplexvirus"
"340","HP3","Mammalia","Artiodactyla","Bovidae","Rupicapra","Rupicapra rupicapra","Herpesviridae","Simplexvirus"
"341","HP3","Mammalia","Primates","Cebidae","Saimiri","Saimiri sciureus","Herpesviridae","Simplexvirus"
"342","HP3","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer","Herpesviridae","Simplexvirus"
"343","HP3","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces","Herpesviridae","Varicellovirus"
"344","HP3","Mammalia","Artiodactyla","Bovidae","Ammotragus","Ammotragus lervia","Herpesviridae","Varicellovirus"
"345","HP3","Mammalia","Artiodactyla","Bovidae","Bison","Bison bonasus","Herpesviridae","Varicellovirus"
"346","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos grunniens","Herpesviridae","Varicellovirus"
"347","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Herpesviridae","Varicellovirus"
"348","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis","Herpesviridae","Varicellovirus"
"349","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus","Herpesviridae","Varicellovirus"
"350","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus","Herpesviridae","Varicellovirus"
"351","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra ibex","Herpesviridae","Varicellovirus"
"352","HP3","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Herpesviridae","Varicellovirus"
"353","HP3","Mammalia","Rodentia","Caviidae","Cavia","Cavia porcellus","Herpesviridae","Varicellovirus"
"354","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus dorsalis","Herpesviridae","Varicellovirus"
"355","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus leucogaster","Herpesviridae","Varicellovirus"
"356","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus nigrifrons","Herpesviridae","Varicellovirus"
"357","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus weynsi","Herpesviridae","Varicellovirus"
"358","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus","Herpesviridae","Varicellovirus"
"359","HP3","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus aethiops","Herpesviridae","Varicellovirus"
"360","HP3","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata","Herpesviridae","Varicellovirus"
"361","HP3","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama","Herpesviridae","Varicellovirus"
"362","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus","Herpesviridae","Varicellovirus"
"363","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus burchellii","Herpesviridae","Varicellovirus"
"364","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus","Herpesviridae","Varicellovirus"
"365","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus hemionus","Herpesviridae","Varicellovirus"
"366","HP3","Mammalia","Primates","Cercopithecidae","Erythrocebus","Erythrocebus patas","Herpesviridae","Varicellovirus"
"367","HP3","Mammalia","Artiodactyla","Bovidae","Eudorcas","Eudorcas thomsonii","Herpesviridae","Varicellovirus"
"368","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus","Herpesviridae","Varicellovirus"
"369","HP3","Mammalia","Carnivora","Felidae","Felis","Felis silvestris","Herpesviridae","Varicellovirus"
"370","HP3","Mammalia","Artiodactyla","Giraffidae","Giraffa","Giraffa camelopardalis","Herpesviridae","Varicellovirus"
"371","HP3","Mammalia","Carnivora","Phocidae","Leptonychotes","Leptonychotes weddellii","Herpesviridae","Varicellovirus"
"372","HP3","Mammalia","Carnivora","Phocidae","Lobodon","Lobodon carcinophaga","Herpesviridae","Varicellovirus"
"373","HP3","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis","Herpesviridae","Varicellovirus"
"374","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca nemestrina","Herpesviridae","Varicellovirus"
"375","HP3","Mammalia","Carnivora","Mustelidae","Mustela","Mustela lutreola","Herpesviridae","Varicellovirus"
"376","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus","Herpesviridae","Varicellovirus"
"377","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx leucoryx","Herpesviridae","Varicellovirus"
"378","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","Herpesviridae","Varicellovirus"
"379","HP3","Mammalia","Carnivora","Phocidae","Pagophilus","Pagophilus groenlandicus","Herpesviridae","Varicellovirus"
"380","HP3","Mammalia","Carnivora","Felidae","Panthera","Panthera leo","Herpesviridae","Varicellovirus"
"381","HP3","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina","Herpesviridae","Varicellovirus"
"382","HP3","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor","Herpesviridae","Varicellovirus"
